		W0	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18	W19	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W50	W51	W52	W53	W54	W55	W56	W57	W58	W59	W60	W61	W62	W63	W64	W65	W66	W67	W68	W69	W70	W71	W72	W73	W74	W75	W76	W77	W78	W79	W80	W81	W82	W83	W84	W85	W86	W87	W88	W89	W90	W91	W92	W93	W94	W95	W96	W97	W98	W99
F0	S0	0.0003963090599986541	7.910630198922781e-05	6.338479117012585e-07	0.0003055986941677407	0.00013491910276968182	3.480875106803295e-05	1.9662112372342185e-06	7.674222613473867e-06	1.1873436614546488e-05	0.00012533229816623527	0.000648608258942083	0.0003714378492949656	2.8560452714958567e-06	2.8829420016753585e-07	0.07811340007489315	2.793184861486634e-05	0.0027969202277410062	0.0004233427613978315	0.00015355486722479957	2.701223254829469e-07	0.00012795575330169998	0.25760616647958956	1.9186446660749314	0.00040660267566980726	0.00017627898946760934	0.0067610339732663465	0.0012087110003249882	0.00011667264996242464	8.796002929084157e-07	2.414422611536254e-05	0.00016434821856952942	0.0013230378385380433	0.2299451618664031	0.0008286632133230745	0.016351764198688314	0.0003592485766563305	9.791678866015527e-07	9.168572764377745e-05	0.16504836281544108	0.0003344798323828935	0.1401111347299646	1.1468127703308315e-06	7.074087888278582e-05	0.0001939322898096032	1.0237538506758537e-06	4.766006850241054e-06	5.607204765027214e-05	8.674318417046316e-07	5.044574415277563e-05	2.297202530121489e-05	1.4765990819071688e-06	7.869612500358458e-07	8.904968234401668e-06	1.2623197245081896e-06	1.0305347518637992e-06	1.6410475011078411e-06	1.057700977632896e-05	0.005834336872721926	2.0443548346120973e-07	7.857610666501244e-05	6.239635183628053e-05	0.0006055321615898869	0.0003160094584397493	0.013394366040763505	1.6651578864546335	9.088126667380632e-06	0.5373322496402427	3.6804580818166486e-05	3.705667291423477e-07	0.00010140929290828726	8.906408093406347e-06	0.0016690141378610743	8.719314157674283e-06	1.9546013975676897e-06	4.39995350487296e-06	17.951745181216264	2.2760947245809233e-07	0.0004585969773837953	7.780985776783786e-05	8.633632126004978e-06	0.08173979712817196	1.7844301915735499e-06	2.5148692970597927e-05	7.146215877824252e-07	0.04089573304695963	3.0106272167781413e-06	2.6481180815123548e-05	0.0004985530334433975	0.024339472340571093	1.3780751541396544e-06	7.214870607744303e-05	1.7604010267146947e-06	5.246942863503855e-07	2.3440605105172887e-05	3.016286310988209e-07	0.001274816393316105	1.4869343896412493e-06	1.8478278480013295e-06	0.000239319091592658	1.4635952445426769e-05
F0	S1	0.30707020912749844	0.005355508547891497	0.011567225979810343	1.2307049722258667	0.007899913777841557	0.0015763491351538255	0.0028961517697611377	0.09123230877633914	0.023034755346799902	0.20880283673681999	0.1846221942036797	0.007902524993210472	0.0014698390874340237	0.0001027241863945696	0.1249375445311036	0.004393299790600717	0.0027534554627379666	0.001916742642377039	0.0052061316879028815	7.802651823017298e-05	0.006917742162973472	164.76919904000042	2883.4942998414003	0.0024687567244284095	0.0	0.48826553857606214	0.03703047445359449	0.018724496644632247	0.0013601763222468096	0.10642299502513751	0.0018525605658462868	0.05813983259150811	44.2231676865202	0.08496300699938639	0.002303026636341875	1.288978808786575	0.01772948118246441	0.004143184055753811	0.06593221242445162	7.363441511052428	146.43425173361723	0.0014008437841312932	0.07390676530781153	0.0078662701789681	0.0018818324586468798	0.0037167653575304986	0.06134851457442303	0.005315910737019962	0.041939787469490536	0.0021120520722272243	0.0022950927144480817	0.009310891339323264	0.004635979928632921	0.0008821056156138578	0.0016027922080675413	0.015054446567139465	0.05416783399557034	0.03243373367411721	0.0009341611390758513	2.04673600441341	0.015456647071214982	0.0	0.004485523547541316	2.443841775190968	63.33452616468346	0.03128913230329074	0.031129501932127133	0.0016889833948230373	0.004385211864327749	0.008476790826364433	1.427454682942564	0.0069225413970517395	0.004051045663528145	0.0011611260615340744	0.09826619558781682	424.15546733142946	0.001758264383532974	1.0325452035364593	0.1303106159918964	0.07236271888016722	105.79661817917045	0.013679190989808125	0.1526881850621883	0.010632084119182178	17.928309465818128	0.019612671642030205	0.0013517348730226252	0.5488908633956182	0.002131610516290209	0.010868793966433412	0.0670959560254081	0.0004000043425864297	0.1514284148623406	0.02300752250503697	5.997138101210003e-05	0.5478058357022649	0.014006714810829103	0.0010240031892792619	0.019555780371435683	0.036619156871403616
F0	S2	0.0	1.0054387762467635e-07	2.7184128289942922e-09	8.530611529291617e-07	7.366469607713637e-08	2.4670961038920223e-06	1.1227998454793424e-07	7.319186432906864e-08	3.753726984101294e-08	1.6281074673567278e-07	3.599812681467669e-08	3.645134824953892e-07	1.1995117841431597e-07	3.880880204766791e-09	0.0	8.723624426068792e-08	2.169074260161633e-07	1.197648394671842e-07	4.701171788287056e-07	5.016331264568851e-09	0.0	2.105077895081579e-05	0.0021804684184076567	1.9035817490868681e-06	0.0	5.517351791827973e-07	0.0	0.0	2.096862877064008e-08	0.0	3.130813881282737e-07	6.410877881595622e-07	0.0	7.995842341074752e-08	1.2032571649588624e-07	1.8641708738204683e-06	2.78275064265158e-09	0.0	0.0	2.3465898826147812e-06	0.0	2.2855795991180095e-08	2.0777412631096628e-07	2.270877249423889e-07	2.1230405508776445e-07	4.760006950687403e-08	6.361318414222716e-08	6.29171456235303e-09	1.865399406042993e-07	5.729869738863474e-07	7.236252906726873e-08	4.050899455557406e-08	7.121422247104723e-07	1.7616884694205067e-08	5.230584207028029e-09	5.44237269858306e-10	0.0	8.610873555982798e-05	5.240118828487169e-09	1.433745542105002e-07	1.6503218436089759e-06	3.653616337714039e-07	1.2646366428780794e-07	0.00012661975980482947	1.355183070485171e-05	1.9944938511990606e-07	0.0	8.540426800339668e-08	4.0857147567287085e-08	2.730540636109318e-06	0.0	3.8873744961504024e-07	6.337720649023688e-07	2.364506583517083e-08	9.300075248579718e-08	0.0	6.913689944178754e-09	7.691982923659256e-07	0.0	2.259344551103498e-07	0.0	4.823834749711757e-08	3.291937469262463e-08	3.7453463812041576e-08	1.0983980441457742e-05	1.3636307067610318e-07	2.449476614441577e-08	1.6852935642346492e-07	2.2399725462075192e-07	1.7668929669752467e-08	2.4583742995889855e-07	3.722872511965182e-08	6.38126893265882e-08	1.4272104722085462e-06	4.764838651656774e-09	2.4434397047864046e-07	2.5743935102894407e-08	1.3215737623046297e-08	8.502057687286977e-08	1.3363730521329914e-07
F0	S3	1097.9678405714874	500.217910960676	578.0090590782504	0.0	719.0593694192589	359.09264543674476	380.69828477119296	577.0351587329384	631.3543090297918	948.4521454788245	864.5952004589568	0.0	44.54325811798182	50.00066055582966	718.8610334635772	467.0742572248731	748.5812544727713	626.457670592661	0.0	61.545912434768795	691.9643096300314	0.0	0.0	602.8084453428838	469.7211315754407	0.0	474.49106423776124	841.6919796696994	500.42141443102986	0.0	554.4473921438656	0.0	0.0	851.3698816228198	35.573074273909356	1080.2949994524106	546.5345495320302	483.13831865014834	0.0	1282.6281454494826	4807.629093229325	502.23214197091414	862.4303592583993	440.0145387182199	560.9903589833539	432.46458394071414	982.2227692054893	433.46545937024865	668.6712530602059	498.5197844251418	451.01777704868573	539.963190565877	454.33439526000416	508.97651625989266	479.22681670427176	515.1148797490084	588.9030019640968	424.8337773872427	157.7392923555968	913.570325156561	454.1601928398787	1118.9128386069733	383.4495201992104	0.0	3118.2011601105996	581.0232219813224	0.0	564.2410053823935	491.1726761422035	480.4915044988311	710.8064559956098	756.1808828606681	454.40994885478005	488.78167785528905	549.5868657094157	0.0	50.17391694748614	1089.7837177269905	982.9141384039522	566.4319015248666	4465.567613106376	541.4682929643612	538.4557763772433	542.4404575178941	3235.809285357128	604.1130150404598	482.5655569930992	1195.9011207851368	56.61307335589761	428.2592179056064	936.6667825536086	23.379912337611984	503.54804684380235	771.304643550778	68.001332474858	910.3181206805818	511.9326683498287	481.2340253574922	773.3994882924283	443.35539654972337
F0	S4	1.1753641072200382e-10	6.784722908828757e-12	1.8030529506886834e-11	7.959264718600131e-10	3.107445444931634e-12	1.983151315690436e-09	4.2130495102816274e-13	2.440741769404309e-10	7.860730526876117e-11	3.2065546252533775e-11	1.3637580929835102e-10	8.35450020695184e-12	6.061324540570696e-10	6.700832016784793e-12	1.882694334200733e-10	7.171648649115633e-12	7.136416249429658e-11	3.465798909912952e-13	0.0	2.0317432087422415e-10	8.781221584235262e-12	0.0	1.2845906751208664e-08	2.9307038669963476e-11	2.6254243169002235e-10	5.530322859589442e-08	6.0692744837446985e-09	0.0	4.5963559930287065e-12	4.251640991063563e-11	2.037274906623103e-13	0.0	2.0197882314801646e-08	6.564858693488816e-11	9.645305797079947e-11	0.0	6.298169286835161e-12	5.5780664941089104e-11	0.0	2.2709597079663687e-10	1.7541547550124581e-09	1.8621825657866567e-12	5.221834974326425e-10	5.201144379646164e-13	1.8445116190973514e-11	1.6111722514001916e-12	3.0961533014263617e-10	5.183095749338801e-12	3.039176334721234e-10	3.450216344699885e-13	2.8467058505079845e-13	1.2431377834377715e-11	9.451691945200709e-11	4.9309722985261e-12	1.0167389319733436e-12	1.9039352783981853e-12	2.5339728169920047e-10	1.135175500464111e-12	9.556266572555683e-11	1.714750766118855e-10	1.0297431264024113e-10	2.7148839200364832e-11	4.2332241215258534e-11	3.9339271594547416e-11	2.4255384398167422e-09	1.2657436226971416e-10	3.715718179457971e-08	5.8036869398677794e-11	2.699095537282329e-12	3.6978877869450055e-11	0.0	1.1141925699228347e-10	9.395303320047053e-11	1.0000220711862884e-11	0.0	0.0	8.233638085584539e-08	6.67956701589681e-11	0.0	3.1726171660901863e-10	0.0	4.199513573500138e-11	3.232084579159921e-11	1.457971924695329e-11	6.973328988449343e-09	1.382245167237577e-11	7.910429647204063e-12	0.0	0.0	9.98114329296895e-13	5.207321785666215e-10	2.1691797673347803e-11	3.712084910922743e-11	2.4014284032469754e-09	1.038664219638156e-11	1.3836097009139087e-10	2.0157399456523416e-11	5.973957270736346e-12	2.0665775369246236e-10	3.223094806081828e-11
F0	S5	0.0	0.011948934893454161	34.507764009607854	571.4633742985826	0.05693114256802227	2.460560225002334	0.0	11.94053155166896	0.029899633127514882	0.0	0.9463564204332258	0.0	55.98011589876493	0.8683098079311901	19.68155058286881	0.18073303252889014	8.204998848086195	0.043836233426272096	0.012732932522371046	31.15328019034459	0.07145862121107521	0.0	0.0	7.620544312082237	0.0	0.0	1.985351456594342	0.0	4.518208729841067	0.0	0.1354767991870317	0.0	0.0	0.0	46.71265831224372	0.0	0.39699029560896437	0.20383451603978134	49.96287723631961	0.0	0.0	0.48409093698586164	0.4444400636367562	0.0	0.0	0.9059107203928567	0.0	8.090269048162813	0.06748617532487405	0.0	0.0	12.502943140511968	0.4846330513611855	0.0	0.4424170954968918	0.2263457894142145	0.0	45.16171173140151	42.59603264831216	0.0	9.1792819711979	150.5420537418155	0.06592397748365525	33.49280923526759	0.0	0.0	0.0	0.23894653179308697	0.0072233033124485275	4.067714987502451	50.40824101570632	40.609468688263476	0.4063813967183407	0.0	3.8007404602214576	0.0	0.0	584.5478873185698	0.0	0.0	0.0	1.4751981536388583	0.009221385039601465	13.308403778231208	0.0	0.0	0.22107749329830167	0.0	5.034500438758823	0.0	0.0	29.685074041205922	0.0	0.0	0.0	0.0	0.10230175762110151	0.0	0.0	0.26549989752472114
F0	S6	5.257626545128219e-08	2.126477205882222e-06	1.1171890315387792e-06	0.0	6.172958013751243e-07	0.0	1.0862394471621089e-05	0.0	1.294550089646271e-07	3.802094874348994e-08	5.2759491240458576e-08	0.0	0.0	0.0	0.0	4.017675705215765e-06	0.0	2.612188005201214e-07	1.563667713187588e-05	0.0	2.808659096643998e-07	0.0	0.0	1.436860436053277e-07	0.0	0.0011354620076325613	1.4457399134431378e-06	0.0	1.1035837170690974e-06	0.0	3.8183064489286794e-07	0.0	124.3551158449138	2.973944653935215e-07	1.351110932070179e-05	0.0	4.717589410740917e-08	6.783402856563114e-07	0.0	0.0	0.0	0.0	9.246106100799629e-07	2.356903808034059e-07	0.0002076725956376951	1.1987815246186618e-06	1.3701204606521592e-07	1.135934996010255e-07	3.682721863906898e-07	8.556386919280343e-07	3.306013158650875e-06	1.8045716415773783e-06	0.0	0.0	2.603854398759814e-07	3.558477566207473e-08	0.0	0.0	7.3098754730177e-07	7.867486676275518e-08	5.268771167213897e-06	8.026690011192624e-08	0.0	0.0	0.0	0.0	0.0	2.224739163845975e-07	0.0	7.852313959458619e-06	0.0	0.0	1.0170281599570055e-06	9.207668612713727e-07	9.297224159056083e-06	0.0	0.0	0.0	0.0	9.535838678290694e-07	4.488468760501129e-06	0.0	2.8085299699437363e-08	0.0	0.0	1.399400840801555e-07	1.0836202112252524e-06	1.123948649912114e-07	0.0	1.8830698835893796e-06	9.78748148549909e-07	2.2827247513999074e-06	0.0	1.5413799137934865e-07	3.705204640125307e-07	0.0	7.926347677779784e-07	0.0	0.0	0.0
F0	S7	0.0	0.0	0.0	0.0	1.9280280130761908e-05	1.385963356574433e-09	5.583532892501833e-10	0.0	0.0	1.0154796597931076e-05	0.0	0.0	0.0	0.0	1.0012498253294933e-08	0.0	0.00023144275077284352	0.0013119841777283654	0.0	0.013588518848594045	0.00033421783621564343	0.0	0.0	0.0010216014151162908	0.0	0.0	0.0	0.006288575182614185	6.496386766258389e-10	0.0	9.137873972988499e-11	4.882904714862346e-07	1.1539882205051846e-06	8.021471969517064e-06	0.0	0.0	3.851658583985364e-05	0.0017210128769413757	0.0	0.0	7.502868116502099e-07	0.0	0.025593195679594404	0.0	0.0	0.0001635191816274083	0.0	1.1856896959279426e-09	0.0010248315711673724	0.0	2.3331868635708064e-10	7.603111520071585e-10	0.0	0.0	3.3306018729485854e-05	1.2480085796047803e-09	4.1921192921209325e-07	1.1060654024633291e-07	2.0291666589559654e-07	6.5321628663708095e-06	0.0	0.0	1.8603857877389784e-08	0.0	0.0	0.0	0.0011485835533203471	0.004158443481166575	0.0009476029949490293	1.2645175840773985e-08	0.005217716042221389	0.0	1.91538202910827e-10	5.765629976334567e-10	0.0	0.0	0.0	3.1212273984279646e-05	0.10605694543137406	0.0	0.0	3.5762112415020216e-09	5.9466152226198124e-06	9.07426725907768e-10	0.0	7.612033782626756e-10	0.0	0.0	0.0	0.0	0.04287095941937953	0.0	0.0	1.683489156788762e-09	9.175080097535365e-08	0.0	1.3234002873028401e-09	6.145386825677774e-10	0.0	2.477913566929219e-07
F0	S8	0.0	0.00025161368603466026	0.0	0.8672849935374138	0.015866230919247024	0.0	2.6897969548597244e-05	0.0	0.0	0.0	0.015230837807751302	0.0	0.020481092603455618	0.0	0.0	0.0	9.038022134312163e-05	0.0	0.0	0.004024862456493156	0.00015899520199251144	0.0	0.0	0.0	0.0	0.0	0.0	0.0008843499330817667	0.0	0.0	0.0	0.0	0.0	0.05059723337689565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08360201079429715	0.0	0.04154928510131047	0.0	0.0008049747003703788	0.0	0.0005426601687183642	0.0	2.6241828576189094e-05	0.0	0.0	3.537603420251333e-06	0.0	0.0	0.0	0.0002281136052076842	0.0	0.0005997439944958584	0.0	0.0	0.0	0.0622189618972591	0.0	0.0013067959204832418	0.0	0.0	0.0	0.0005312885275405526	0.0	0.0	9.657821899715776e-06	3.768899946178533e-06	0.45661665610432745	0.0	0.0	0.24076147392296537	0.0	0.0	0.0	6.993864982861764e-05	0.010810028346281813	0.0005904969939679895	0.0	5.335814129321644e-06	0.00025742402445192363	0.0	0.002578297047890495	0.03114384689892132	0.0	0.0	0.0	0.0	4.7252157728708655e-05	0.0	3.078528586348179e-05	0.0	0.0	0.0
F0	S9	6.529656057720915e-07	1.0068160840600973e-07	0.0	8.655324957679078e-06	2.17238720477688e-07	8.5771246142399e-09	6.096623631349629e-09	2.353579326533934e-07	1.3868288620961906e-07	0.0	4.904177159310752e-07	6.616523203025294e-08	2.7476234589398707e-08	2.538791082498423e-08	0.0	0.0	0.0	3.2575267815496205e-08	5.200711811222134e-08	1.896864546896473e-08	0.0	0.0	0.0	2.579336335813605e-07	0.0	0.0	4.5275977264633194e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4289565946965451e-06	0.0	7.608198792785298e-08	0.0	0.0	0.0	0.0	0.0	0.0	3.052956547190273e-07	0.0	0.0	0.0	0.0	0.0	5.474414208626663e-09	0.0	7.3335894849559665e-09	0.0	0.0	0.0	1.2410535588323487e-07	0.0	9.32428780846965e-08	0.0	0.0	0.0	1.0771590217273792e-08	9.896565340817072e-07	0.0	0.0	0.0	6.93127328603917e-08	5.416048084640974e-08	0.0	0.0	0.0	7.181829006346946e-09	7.265309770648123e-09	0.0	0.0	0.0	0.0	0.0	0.0	9.217486873016031e-06	0.0	1.0796912586146518e-07	0.0	1.3445322399165388e-05	0.0	6.163136494473103e-08	0.0	0.0	0.0	0.0	0.0	0.0	3.375854719738313e-07	1.048765751498416e-08	6.360322759986936e-07	0.0	0.0	7.756916329703221e-08	0.0
