		W0	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18	W19	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W50	W51	W52	W53	W54	W55	W56	W57	W58	W59	W60	W61	W62	W63	W64	W65	W66	W67	W68	W69	W70	W71	W72	W73	W74	W75	W76	W77	W78	W79	W80	W81	W82	W83	W84	W85	W86	W87	W88	W89	W90	W91	W92	W93	W94	W95	W96	W97	W98	W99
F0	S0	0.044495221812110484	0.12145234583675657	0.10037112196085504	0.1555684526206946	0.050814749909790416	108.27984911924334	0.05848998571437734	0.08901272927394284	1.0211285720784335e-06	0.25995957159998156	2855.1079940832133	0.11870385040875653	0.06032045029955163	1.5956929182959073e-06	0.0551118118036109	0.06187088187128997	0.11964396491328169	1.0188841052899865e-06	1.7714463111774384e-06	0.061550714924494175	0.05117129129419384	0.05733410010398115	0.05425292135121994	0.06275518715065763	9.926440849245831e-07	0.02275008570242951	0.06304373598711846	0.14724553781759947	0.06098310551766033	0.05815362933953962	0.06503924255231416	0.04466828184542635	2548.3392323759854	0.031745183496258114	0.03170911680767701	2700.821825846643	0.0487878466670035	0.03290808522301563	6.847071446806058e-07	0.08183915555061794	4.3587275529368404e-07	5.169436444953344e-07	6.661403316693927e-07	2852.4330754039097	1.8333597845639923e-06	0.0936617183030044	8.798047454706021e-07	2489.759270692064	0.04676278548095646	4.094141978648791e-07	1.076294870165944e-06	0.046409677608068384	6.539106376255883e-07	0.10893020290913283	1.796907562144981e-06	1.5558090008598871e-06	0.05421181632512045	0.06870804864523132	28.937705677500553	0.14438374906534018	0.06474687136591314	0.028888459675112835	0.05441052306828832	0.07842267076963118	0.10982454436240921	0.045602304503583685	0.24245219592315143	0.032857590062614225	0.08618091000610188	0.06407158360564444	81.48100348704882	114.79515179682353	0.05222547574136118	2852.690268689358	0.08008657213817005	2688.750364717337	0.06213601318824683	0.06642881406764528	4.5563277110543914e-07	4.2624878081737786e-07	4.261492657322884e-07	36.528787023769866	4.20700105789858e-07	8.302947614063416e-07	0.0659862290952295	0.07238056143402656	6.760754206152001e-07	0.025989758435382638	0.053614880391359025	0.12111599883826708	0.05432399517589925	0.1308702105498194	0.03164723676801525	0.04666490269732303	2854.6333976737264	0.029983986137276132	0.04459427781099446	0.05312915951125443	0.09027928662645106	0.06540563803342735
F0	S1	5.614634263349125e-06	1.468733544729781e-07	0.00026867330421448323	7.416052586803251e-06	4.217664121862842e-06	5.2453517393675023e-05	2.0890629175185935e-06	2.8556941543902573e-07	1.859149786936038e-09	3.9979089251651376e-05	63.95919762558615	0.00016341271527460223	7.616428405095436e-07	1.1504038752985566e-09	7.940862760970179e-07	8.335947799110804e-07	7.443871183585371e-06	1.8930705290887857e-09	2.4037190167731704e-10	7.774989810097258e-07	4.251994587123081e-06	8.29748500966997e-07	7.675405085373558e-07	8.545082347024677e-07	5.280646223474699e-09	1.0864609214757094e-07	7.563730950536873e-07	7.713663012610553e-06	7.820571049065907e-07	7.463994623765973e-07	8.079280516522011e-07	1.7225008550256419e-06	0.000992494755964441	4.604702773647515e-07	5.891288703294969e-07	0.0006991023677697855	4.02865832408574e-06	5.666110156547108e-07	3.3441747858390976e-09	2.483886019357851e-07	2.0465737804278398e-07	2.5305865136893652e-08	3.2334690027776945e-09	56.65989353607423	1.198783796692553e-09	0.00015836548708325466	4.129049191854047e-09	0.07078951829218223	1.5353029678714809e-06	4.380669957362958e-09	2.154968682262283e-09	2.152631672626845e-06	3.3211251901173285e-09	0.00010733804263832307	1.1994020159286852e-09	3.6216802448519106e-10	4.565632460762038e-06	8.61916750856039e-08	0.008572650564819087	2.6686247930850504e-06	1.1385489272077292e-07	4.814463396556861e-07	1.8682552967372924e-06	0.00012973960717520353	5.2919647726456255e-06	1.9227819311982064e-06	9.921154676520104e-06	6.733258356197409e-07	0.0001147381155987302	9.272569031737847e-07	1.2639605285489694e-05	0.0007314636095846621	4.352840697514637e-06	56.081859003762425	0.00011485255116820865	0.01045754261103133	7.807452668711127e-07	0.0001621912050589571	1.418712980248498e-07	1.4725238986770435e-07	1.4282563220006116e-07	0.00010876591238048539	1.450245446016527e-08	1.0675344654743271e-09	1.1380652184457424e-07	0.00025295543634571896	3.1761199802602756e-09	1.2893469286969773e-07	1.7153250207949525e-06	0.00015907725927911815	7.752003641660914e-07	8.169361207051383e-06	5.418878644390631e-07	1.8235929721409816e-06	57.15395559698641	4.13726357283471e-07	4.194962007851828e-06	1.0647971603560605e-06	0.00010842472641618399	8.080366129063347e-07
F0	S2	3174.307237376005	2819.1295278629254	3352.644815540433	1595.0779615743666	3307.7177226662593	0.0	3054.97888237307	2889.254103274803	0.010798768829368147	1469.5333217675372	0.0	3282.9929081816413	3141.5883355694527	0.005990831458140673	3043.852418565476	2975.6765816993966	2219.470780946627	0.010766805950271087	0.004956462828376933	2974.0940801167626	3300.9787606425784	2963.1153928133367	3049.9741304467716	2974.4291313031345	0.0022255065810444716	3368.8399324850598	3359.1245267161094	1568.6656362093256	2968.8382746001903	2751.110653386425	3361.0488248756346	3250.3559227411283	0.0	3304.7393381792826	3282.948463838825	0.0	3307.7925147376536	3271.9292568590013	0.008733331773995035	2894.761869971354	0.0026596693805844003	0.009996815388536098	0.006205626198253368	0.0	0.02039730229043395	3297.370630739748	0.009558453648707275	0.0	3219.3217172000122	0.0026503335679011397	0.006480931732133238	3099.247768453044	0.005465392605907768	3207.4328683534877	0.020254927342363033	0.009591395097549535	3303.71998362359	3317.1021556511787	0.0	2348.7956555667456	3189.847796768321	3323.066253159508	3327.722794107671	3227.228787451008	2199.750653285247	3242.4313841119033	1400.7280370702638	3265.298588160643	3216.2397177547336	2945.767672794614	0.0	0.0	3298.609205537438	0.0	3207.740814290396	0.0	3358.421266171019	3298.9634426225093	0.002472860534030922	0.0024883228890146473	0.0024485626137800364	0.0	0.0075822065254404275	0.014807210119712828	3192.229124856036	3348.8566032054355	0.006326327662873072	3131.7221218341883	3261.122091913987	3301.151429331468	3035.3303841246357	1553.5526230998385	3290.935753173067	2982.2533887622462	0.0	3309.071837684994	3256.366089766666	3054.494221932637	3188.1181436447896	3351.382707464339
F0	S3	0.0	1.0399086212400784e-08	2.483801110824109e-10	1.083094239926879e-09	6.842406271130427e-10	2.0517593300295562e-07	6.955517135231585e-10	3.603956945247671e-09	6.754714269462476e-12	1.65436742050923e-08	0.0	3.7898455823114195e-10	9.035258220390015e-10	1.8226129402266743e-11	8.530636046401789e-10	1.6679351820264423e-09	0.0	6.987311294218325e-12	2.3194546056581296e-11	1.474072844899689e-09	6.858940357275597e-10	1.257593806713011e-09	8.413044368915097e-10	1.7260370597517502e-09	1.3056363934636502e-11	3.982143725711216e-09	1.0457806674123747e-09	3.2366697495109625e-10	1.4836381646239094e-09	1.0801483228456794e-09	1.0374458812322202e-09	9.127505200762063e-10	2.267899396763061e-06	1.2843370811992257e-09	1.5880014178301566e-09	2.844498464249501e-06	7.043133733532588e-10	0.0	2.1147463281782294e-12	2.447652953298174e-09	3.002078571361814e-13	8.86849314517828e-13	1.928860262745456e-12	0.0	3.5464375610686308e-12	2.8866979172089425e-10	2.174536885264551e-12	0.0	8.167601742718579e-10	1.7345464496471124e-12	6.81309883315795e-12	6.783645315250299e-10	1.8018904850528112e-12	3.141882774968489e-10	3.618643439539372e-12	5.206836919555955e-12	6.651496812293692e-10	1.977986783740391e-09	0.0	5.95756836084079e-10	1.3472760858697005e-09	1.441003011721887e-09	8.482443726764158e-10	2.838676730889001e-10	2.2723915937942714e-09	1.0226830475265906e-09	1.333600929037096e-09	1.737457433040276e-09	3.056409349696801e-10	1.7645968844374303e-09	0.0	2.3285664452665812e-08	6.751143691477422e-10	1.3332954138443204e-07	2.973497732019221e-10	8.973104948674239e-07	1.0347174905494693e-09	0.0	3.081262142085388e-13	3.350050994957085e-13	3.046102863289208e-13	0.0	1.0672793309684646e-12	3.969114187014241e-12	1.3579932948874493e-09	5.004281988503733e-10	1.7223105830052561e-12	3.4856587478412614e-09	7.896189094607747e-10	0.0	8.754500802786635e-10	1.0839046301286145e-09	1.4784541349189993e-09	8.571210604936523e-10	1.338591137184243e-07	1.2151906742598076e-09	6.894761376025518e-10	2.2204348555203613e-09	2.9666184111352755e-10	1.0089489485715263e-09
F0	S4	2.6297783776099455e-10	7.50107629670856e-11	1.0485870697154472e-09	9.561342970560473e-10	1.8878879191831367e-10	4.802176377405981e-09	1.5520262291390752e-10	1.1386457701955308e-10	8.446262874454602e-13	0.0	0.0	1.2337434998192662e-09	1.4118972223377082e-10	1.48546252400127e-12	9.015539849832498e-11	1.0099177898698485e-10	0.0	8.467023681221151e-13	5.6417886850785e-13	1.02718623689576e-10	1.8964642899014204e-10	9.489186058228232e-11	9.090694476041454e-11	1.0305374166755974e-10	9.732738126512974e-13	3.205910506730348e-10	9.563806538750396e-11	1.0428962790998399e-09	1.0325381241612198e-10	1.4688197197729324e-10	9.738346153321238e-11	1.9512598332077805e-10	2.170872483618448e-08	1.9530618708236827e-10	0.0	6.35845783000686e-08	0.0	2.441638094211233e-10	9.876868750384789e-13	1.1625237956195669e-10	4.102513590797618e-12	5.320571408268553e-12	9.53726209676454e-13	7.200097560348026e-07	9.019996269545217e-13	1.1311282670682946e-09	9.97279881243303e-13	3.4764726182164666e-07	1.7042640374606232e-10	1.235655656040964e-12	7.409173506803129e-13	1.449057668447783e-10	9.666277702752451e-13	1.1530037067591531e-09	8.961788752020064e-13	8.543332899175446e-13	0.0	5.672513184264749e-11	1.504905762758838e-08	3.7802552919153433e-10	5.709763515327736e-11	2.2947687905260288e-10	1.295099974299891e-10	9.386503923153697e-10	5.21722009877308e-10	2.0999689573294615e-10	1.3190031805286224e-09	3.2189226624056177e-10	1.094337555304593e-09	1.0378785374852687e-10	0.0	2.813781355699918e-08	2.1045310843509263e-10	7.142670276075921e-07	1.0466233544715815e-09	1.8329521333746233e-07	9.840412975775554e-11	1.2331327392109653e-09	3.969016900646421e-12	3.850263297144789e-12	3.9210531041558975e-12	5.9463827737291155e-09	2.7799165607961345e-12	8.313825812622105e-13	5.705025110885665e-11	1.0823412859211447e-09	9.769723171220338e-13	4.6013273020590154e-10	1.3137746969551602e-10	1.233651357532099e-09	9.494802063296215e-11	1.1021134946923885e-09	0.0	1.409120345008541e-10	0.0	1.654695263596453e-10	1.965997617234258e-10	0.0	1.1233717066432307e-09	1.006265967558193e-10
F0	S5	0.0	5.462116569167725e-07	0.0	0.008799497492519	0.07974661629901394	1.5316314019533157	0.006009556677467382	4.7126931683723874e-06	2.128724108361583e-05	0.0	0.0	99.565509735381	0.0014918466723769458	1.9936290598610102e-08	0.00034596241153740166	0.00037188194455494946	0.0	2.111050335754447e-05	5.7266515635058696e-09	0.00035619184148331316	0.07610451345248975	0.00026345125664112734	0.0003420858454051161	0.0003685745826306672	7.747741276702059e-07	0.0	0.0	0.0075258439248908765	0.0003538098891469887	0.0	0.003256663116705883	0.0	0.08166159199716003	0.002167888735582987	0.0	0.0	0.0	0.0	0.00010597864571402707	4.039266419168346e-06	0.0	0.00013176304819207597	1.763854874231199e-05	0.0	0.0	0.0	0.00016795524315029435	1276.2837954706392	0.010059782156839746	8.181993992058264e-06	1.7242046469378369e-06	0.006471983701337091	1.4443334545063754e-05	31.88042986324005	0.0	3.6450430402584506e-08	0.07213929619719885	0.0	0.0	0.0027754072354373017	4.32074431682484e-05	0.0022035196732117074	0.0	0.0	0.002895475296511127	0.0	0.015084963131262277	0.003052101197801758	36.82332177249192	0.0002588476115823633	0.0	0.0	0.07231520146819106	0.0	0.0	0.0	0.003228308419928072	91.15107815264038	0.2764468274376393	0.30972969104051973	0.26871897266358885	0.17183231301777177	0.0	4.52872106935666e-05	4.492698469276525e-05	0.0	1.949690602434317e-05	8.660538269123642e-05	0.011764699665085917	89.14002571559543	0.0	0.007724026165843725	0.0	0.0	0.0	0.0022552937734489132	0.0	0.0	35.46031001303741	0.0028450853262299127
F0	S6	7.641802658068018e-07	0.0	1.1652749574157096e-06	9.95245495595903e-07	6.440118514413428e-07	0.00021274364526300968	0.0	0.0	5.044800934757965e-10	4.177795372181493e-06	0.0	0.0	0.0	9.314998539711821e-10	5.105030686042528e-07	7.015488100239867e-07	1.2994515475215621e-06	5.11229026648943e-10	5.239002220386395e-10	6.647137051973657e-07	6.419908727112325e-07	5.944392036101566e-07	0.0	7.151548953380114e-07	5.611925857202456e-10	4.297790440493663e-07	0.0	1.0642816169204575e-06	6.557733529810456e-07	5.821147380924846e-07	0.0	0.0	0.0	4.4628222558598694e-07	4.579859961450073e-07	0.004436574682252337	6.34272102268212e-07	0.0	3.4480928397130453e-10	7.48366988836199e-07	0.0	0.0	0.0	0.01530634584127574	5.861487492547729e-10	0.0	3.8593808286038946e-10	0.0	5.422338060308785e-07	0.0	5.061634758027842e-10	0.0	2.944410866345514e-10	0.0	5.843634645701406e-10	0.0	6.597232095304741e-07	8.135074709991053e-07	0.0	8.373863314371635e-07	5.158356256814437e-07	4.2194260279165393e-07	0.0	1.173237383081949e-06	9.82996570865371e-07	0.0	1.1671667016383893e-06	4.747064420478655e-07	1.2782673769331643e-06	7.163547759821388e-07	0.0003114840636291156	0.0	0.0	0.01525302613494546	1.2008049546538918e-06	0.0075261783179958386	0.0	0.0	3.269893742863844e-10	0.0	0.0	0.0	4.656767910559097e-10	3.8436786511835496e-10	5.41748816699152e-07	0.0	0.0	4.3065901634421735e-07	0.0	1.3552100187146943e-06	0.0	1.237930173345678e-06	0.0	5.646815449800034e-07	0.016073584073284557	4.404891973563884e-07	6.126806289240888e-07	7.291904800374042e-07	0.0	0.0
F0	S7	0.0	0.0	0.0	0.0	0.0	0.0	1.60637207102853	0.0	4.163117258868141e-05	0.0	0.0	0.0	0.0	2.202734093184841e-05	0.0	0.0	0.0	0.0	1.2393813778123973e-05	1.0243825710834857	0.0	0.0	0.6654002758233251	0.0	7.40530300189213e-05	0.5727925889491196	0.5884774492454249	0.0	0.9784172844512968	0.8184793399308746	0.0	2.057030681390013	0.0	0.9941418973330068	0.0	0.0	0.0	1.307802970862794	0.0	0.3564960825341549	0.0006320317719023882	9.133901028650724e-05	4.3649907332582475e-05	0.0	2.9027500813016805e-05	79.52595139772069	0.0	0.0	2.0553923450990124	4.6000692369748475e-05	3.849761361789372e-05	0.0	3.878793189229905e-05	57.65549863144559	2.8901702812236502e-05	0.0	3.157039426670105	0.0	0.0	1.6605782083824532	0.0	0.0	1.3876642974604696	0.0	7.96004152579636	0.0	17.053840337179473	0.0	0.0	0.0	0.0	3764.7502244718544	3.030487963591745	0.0	54.37161433870419	0.0	0.601462918785067	0.0	0.00047711857731245355	0.000493481180755368	0.00047119196003454376	1187.5157522690201	7.778613101600268e-05	2.9505931810863142e-05	0.0	0.0	3.8465186643025124e-05	0.0	0.0	0.0	0.7185870740804811	9.29668100852969	0.0	1.830458255732494	0.0	0.0	2.712971300782378	1.1930440957839052	56.71194716246084	0.6334381769799224
F0	S8	0.0	0.0	0.0	3.236208396235768e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0864646395653732e-07	0.0	1.0424575608045415e-09	0.0	0.0	0.0	0.0	6.060634189449828e-08	0.0	3.8097507066915336e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011552727407468392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.981402078252012e-10	0.0	1.2504340259356762e-07	0.0	0.0	0.0	7.47153629738173e-11	2.2223452252769417e-08	1.6836834909613158e-09	2.523018929697124e-10	0.0	1.2022932521824035e-06	0.0	0.0	5.942511989663816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.80831020160141e-08	0.0	0.0	1.0794536284716628e-06	0.0	0.0	0.0	0.0	3.373283418814903e-07	0.0	9.55973437390448e-12	1.1718985686869642e-11	1.0997884652346662e-11	0.0	0.0	0.0	0.0	0.0	1.1156702128976266e-10	0.0	0.0	0.0	0.0	0.0	0.0	4.572413789077325e-08	0.0	0.0	0.0	0.0	0.0	0.0
F0	S9	0.0	3.886814683148751e-09	1.3696090583244672e-08	0.0	4.254134702691733e-09	0.0	0.0	3.093155260177645e-09	5.320336552098042e-12	0.0	0.0	0.0	0.0	5.318512423220076e-12	3.4722701485179894e-09	3.1218742343223195e-09	0.0	0.0	4.963523497363793e-12	3.275612764808761e-09	0.0	0.0	3.5654225076623443e-09	0.0	0.0	2.629992832905192e-09	2.736837289890757e-09	3.037551408432861e-08	3.122526927012032e-09	5.104527549396613e-09	0.0	3.8677061737913e-09	0.0	0.0	0.0	0.0	0.0	0.0	8.741316215646885e-12	0.0	1.7925996590138135e-11	1.0649474706863567e-11	6.925753807520782e-12	0.0	0.0	1.7088251565915574e-08	0.0	2.830468945826163e-05	0.0	0.0	6.469448619686203e-12	7.688964331580285e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0280851429371928e-08	0.0	2.574424364153412e-09	0.0	1.3565275853071795e-08	1.3646653785658214e-08	0.0	0.0	3.826888583415482e-09	1.7537759541036208e-08	3.6226591797620876e-09	0.0	0.0	4.620464922070946e-09	0.0	1.6605938520356966e-08	0.0	0.0	0.0	1.79877556966514e-11	1.7316025575133656e-11	0.0	0.0	1.0748926435694122e-11	0.0	0.0	1.5381802358977283e-08	7.740219144086789e-12	3.36280415438425e-09	3.2998079690627736e-09	0.0	0.0	0.0	0.0	4.560448310327468e-09	0.0	0.0	0.0	0.0	0.0	0.0
